Country,City,Code
 Algeria ,Tlemcen,TLM
 Trinidad and Tobago ,Tobago,TAB
 Libya ,Tobruk,TOB
 BC,Tofino,YAZ
 AK ,Togiak Village,TOG
 AK ,Tok,TKJ
 AK ,Toksook Bay,OOK
 Japan ,Tokunoshima,TKN
 Japan ,Tokushima,TKS
 Japan - All airports ,Tokyo,TYO
 Japan - Haneda ,Tokyo,HND
 Japan - Narita ,Tokyo,NRT
 OH ,Toledo,TOL
 Brazil ,Toledo,TOW
 Mexico ,Toluco,TLC
 Australia ,Tom Price,TPR
 Malaysia ,Tomanggong,TMG
 Mali ,Tombouctou,TOM
 Russia ,Tomsk,TOF
 China ,Tongliao,TGO
 Vanuatu ,Tongoa,TGH
 Australia,Toowoomba,TWB
 KS ,Topeka,FOE
 ON - Downtown Rail service ,Toronto,YBZ
 ON - Guildwood Rail service ,Toronto,XLQ
 ON - International ,Toronto,YYZ
 ON - Toronto Island Airport ,Toronto,YTZ
 Norway - Sandefjord ,Torp Airport Oslo,TRF
 Mexico ,Torreon,TRC
 Vanuatu ,Torres,TOH
 Sweden ,Torsby,TYF
 British Virgin Islands ,Tortola,TOV
 Italy ,Tortoli,TTB
 Costa Rica ,Tortuquero,TTQ
 Japan ,Tottori,TTJ
 New Caledonia ,Touho,TOU
 France ,Toulon,TLN
 France ,Toulouse,TLS
 France ,Tours,TUF
 France - Rail service ,Tours,XSH
 Australia,Townsville,TSV
 Japan ,Toyama,TOY
 Tunisia ,Tozeur,TOE
 Turkey ,Trabzon,TZX
 Thailand ,Trang,TST
 Italy ,Trapani,TPS
 Australia ,Traralgon,TGN
 MI ,Traverse City,TVC
 Bahamas ,Treasure Cay,TCB
 Argentina ,Trelew,REL
 NJ ,Trenton/Mercer,TTN
 Italy ,Trieste,TRS
 Bolivia ,Trinidad,TDD
 Trinidad and Tobago ,Trinidad,POS
 Libya ,Tripoli,TIP
 Sweden ,Trollhattan,THN
 Brazil ,Trombetas,TMT
 Norway ,Tromso,TOS
 Norway ,Trondheim,TRD
 Honduras ,Trujillo,TJI
 Peru ,Trujillo,TRU
 Micronesia ,Truk,TKK
 NS - Rail service ,Truro,XLZ
 Madagascar ,Tsaratanana,TTS
 Madagascar ,Tsiroanomandidy,WTS
 Namibia ,Tsumeb,TSB
 Japan ,Tsushima,TSJ
 French Polynesia ,Tubuai,TUB
 AZ ,Tucson,TUS
 Argentina ,Tucuman,TUC
 Venezuela ,Tucupita,TUV
 Brazil ,Tucurui,TUR
 Papua New Guinea ,Tufi,TFI
 Philippines ,Tuguegarao,TUG
 NT ,Tuktoyaktuk,YUB
 Ecuador ,Tulcan,TUA
 Madagascar ,Tulear,TLE
 NT ,Tulita/Fort Norman,ZFN
 OK ,Tulsa,TUL
 AK ,Tuluksak,TLT
 Ethiopia ,Tum,TUJ
 Colombia ,Tumaco,TCO
 Peru ,Tumbes,TBP
 Tunisia ,Tunis,TUN
 AK ,Tuntutuliak,WTL
 AK ,Tununak,TNK
 China ,Tunxi,TXN
 MS ,Tupelo,TUP
 Saudi Arabia ,Turaif,TUI
 Pakistan ,Turbat,TUK
 Italy ,Turin,TRN
 Finland ,Turku,TKU
 AL ,Tuscaloosa,TCL
 Mexico ,Tuxtla Gutierrez,TGZ
 ID ,Twin Falls,TWF
 AK ,Twin Hills,TWA
 TX ,Tyler,TYR
 Russia ,Tyumen,TJM
 Japan ,Ube,UBJ
 Brazil ,Uberaba,UBA
 Brazil ,Uberlandia,UDI
 Thailand ,Ubon Ratchathani,UBP
 India ,Udaipur,UDR
 Thailand ,Udon Thani,UTH
 Russia ,Ufa,UFA
 Marshall Islands ,Ujae Island,UJE
 Indonesia ,Ujung Pandang,UPG
 Russia ,Ukhta,UCT
 Mongolia ,Ulaanbaatar,ULN
 China ,Ulanhot,HLH
 Russia ,Ulan-Ude,UUD
 Vanuatu ,Ulei,ULB
 Mongolia ,Uliastai,ULY
 Micronesia ,Ulithi,ULI
 South Korea ,Ulsan,USN
 South Africa ,Ulundi,ULD
 Sweden ,Umea,UME
 QC ,Umiujag,YUD
 South Africa ,Umtata,UTT
 AK ,Unalakleet,UNK
 Greenland ,Upernavik,JUV
 South Africa ,Upington,UTN
 Russia ,Uraj,URJ
 Kazakhstan ,Uralsk,URA
 SK ,Uranium City,YBE
 IL ,Urbana/Champaign,CMI
 Uzbekistan ,Urgench,UGC
 Iran ,Urmieh,OMH
 Papua New Guinea ,Uroubi,URU
 Mexico ,Uruapan,UPN
 Brazil ,Uruguaiana,URG
 China ,Urumqi,URC
 Australia ,Useless Loop,USL
 Argentina ,Ushuaia,USH
 Russia ,Usinsk,USK
 Russia ,Ust-Ilimsk,UIK
 Kazakhstan ,Ust-Kamenogorsk,UKK
 Thailand ,Utapao,UTP
 NY ,Utica,UCA
 Honduras ,Utila,UII
 Marshall Islands ,Utirik Island,UTK
 AK ,Utopia Creek,UTO
 Greeland ,Uummannaq,UMD
 Ukraine ,Uzhgorod,UDJ
 Antigua & Barbuda ,V.C. Bird International,ANU
 Finland ,Vaasa,VAA
 India ,Vadodara,BDQ
 Norway ,Vadso,VDS
 CO - Eagle County Airport ,Vail,EGE
 CO - Van service ,Vail,QBF
 AK ,Valdez,VDZ
 Chile ,Valdivia,ZAL
 QC ,Val-d'Or,YVO
 GA ,Valdosta,VLD
 Spain ,Valencia,VLC
 Venezuela ,Valencia,VLN
 France ,Valenciennes,XVS
 Venezuela ,Valera,VLV
 Vanuatu ,Valesdir,VLS
 Spain and Canary Islands ,Valladolid,VLL
 Colombia ,Valledupar,VUP
 FL ,Valparaiso,VPS
 Spain and Canary Islands - Hierro ,Valverde,VDE
 Turkey ,Van,VAN
 BC ,Vancouver,YVR
 BC - Coal Harbour ,Vancouver,CXH
 BC - International ,Vancouver,YVR
 BC - Rail service ,Vancouver,XEA
 Papua New Guinea ,Vanimo,VAI
 Fiji ,Vanuabalavu,VBV
 Cuba ,Varadero,VRA
 India ,Varanasi,VNS
 Norway ,Vardoe,VAW
 Brazil ,Varginha,VAG
 Finland ,Varkaus,VRK
 Bulgaria ,Varna,VAR
 Sweden ,Vasteras,VST
 Madagascar ,Vatomatry,VAT
 Tonga ,Vava'u,VAV
 Sweden ,Vaxjo,VXO
 AK ,Venetie,VEE
 Italy - Marco Polo ,Venice,VCE
 Italy - Treviso ,Venice,TSF
 CA ,Ventura/Oxnard,OXR
 Mexico ,Veracruz,VER
 UT ,Vernal,VEL
 Italy ,Verona,VRN
 Iceland ,Vestmannaeyjar,VEY
 Zimbabwe ,Victoria Falls,VFA
 Australia ,Victoria River Downs,VCD
 BC - Inner Harbor ,Victoria,YWH
 BC - International ,Victoria,YYJ
 TX ,Victoria,VCT
 Argentina ,Viedma,VDM
 Austria ,Vienna,VIE
 Laos - Wattay ,Vientiane,VTE
 Puerto Rico ,Vieques,VQS
 Spain ,Vigo,VGO
 Mozambique ,Vilanculos,VNX
 Sweden ,Vilhelmina,VHM
 Brazil ,Vilhena,BVH
 Argentina ,Villa Gesell,VLG
 Argentina ,Villa Mercedes,VME
 Mexico ,Villahermosa,VSA
 Lithuania ,Vilnius,VNO
 Viet Nam ,Vinh City,VII
 British Virgin Islands ,Virgin Gorda,VIJ
 CA ,Visalia,VIS
 Sweden ,Visby,VBY
 India ,Vishakhapatnam,VTZ
 Belarus ,Vitebsk,VTB
 BA,Vitoria da Conquista,VDC
 Spain and Canary Islands ,Vitoria,VIT
 Papua New Guinea ,Vivigani,VIV
 Russia ,Vladikavkaz,OGZ
 Russia ,Vladivostok,VVO
 Madagascar ,Vohemar,VOH
 Russia ,Volgodonsk,VLK
 Russia ,Volgograd,VOG
 Iceland ,Vopnafjordur,VPN
 Russia ,Vorkuta,VKT
 Russia ,Voronezh,VOZ
 NL ,Wabush,YWK
 TX ,Waco,ACT
 Saudi Arabia ,Wadi Ad Dawasir,WAE
 Sudan ,Wadi Halfa,WHF
 Indonesia ,Wagethe,WET
 Australia ,Wagga Wagga,WGA
 Indonesia ,Wahai,WBA
 Indonesia ,Waingapo,WGP
 AK ,Wainwright,AIN
 Japan ,Wakkanai,WKJ
 Vanuatu ,Walaha,WLH
 AK ,Wales,WAA
 Australia ,Walgett,WGE
 WA ,Walla Walla,ALW
 Wallis and Futuna Islands ,Wallis Island,WLS
 Namibia ,Walvis Bay,WVB
 Indonesia ,Wamena,WMX
 New Zealand ,Wanaka,WKA
 New Zealand ,Wanganui,WAG
 Germany ,Wangerooge,AGE
 Papua New Guinea ,Wanigela,AGL
 China ,Wanxian,WXN
 Poland ,Warsaw,WAW
,Washington DC - All airports ,WAS
,Washington DC - Dulles ,IAD
,Washington DC - National ,DCA
 Indonesia ,Wasior,WSR
 QC ,Waskaganish,YKQ
 Papua New Guinea ,Wasu,WSU
 AK ,Waterfall,KWF
 Ireland ,Waterford,WAT
 IA ,Waterloo,ALO
 NY ,Watertown,ART
 SD ,Watertown,ATY
 ON - Rail service ,Watford,XWA
 Papua New Guinea ,Wau,WUG
 Sudan ,Wau,WUU
 WI ,Wausau/Stevens Point,CWA
 ON ,Webequie,YWP
 Papua New Guinea ,Wedau,WED
 Saudi Arabia ,Wedjh,EJH
 China ,Weihai,WEH
 Australia,Weipa,WEI
 New Zealand ,Wellington,WLG
 QC ,Wemindji,YNC
 WA ,Wenatchee,EAT
 China ,Wenzhou,WNZ
 FL ,West Palm Beach,PBI
 MT ,West Yellowstone,WYS
 NY ,Westchester County,HPN
 Germany ,Westerland,GWT
 RI ,Westerly,WST
 New Zealand ,Westport,WSZ
 United Kingdom ,Westray,WRY
 WA ,Westsound,WSX
 Papua New Guinea ,Wewak,WWK
 QC - Rail service ,Weymont,XFQ
 NT ,Wha Ti/Lac La Martre,YLE
 New Zealand ,Whakatane,WHK
 NU ,Whale Cove,YXN
 AK ,Whale Pass,WWP
 New Zealand ,Whangarei,WRE
 AK ,White Mountain,WMO
 ON ,White River,YWR
 VT ,White River,LEB
 YT ,Whitehorse,YXY
 Australia ,Whyalla,WYA
 TX ,Wichita Falls,SPS
 KS ,Wichita,ICT
 United Kingdom ,Wick,WIC
 Germany ,Wilhelmshaven,WVN
 PA ,Wilkes Barre,AVP
 NL ,Williams Harbour,YWM
 BC ,Williams Lake,YWL
 VA ,Williamsburg,PHF
 PA ,Williamsport,IPT
 ND ,Williston,ISN
 NC ,Wilmington,ILM
 Australia ,Wiluna,WUN
 Australia,Windarra,WNR
 CT ,Windsor Locks,BDL
 ON ,Windsor,YQG
 ON - Rail service ,Windsor,XEC
 MB - International ,Winnipeg,YWG
 MB - Rail service ,Winnipeg,XEF
 Australia,Winton,WIN
 Marshall Islands ,Woja,WJA
 SK ,Wollaston Lake,ZWL
 Taiwan ,Wonan,WOT
 South Korea ,WonJu,WJU
 ON - Rail service ,Woodstock,XIP
 MA ,Worcester,ORH
 WY ,Worland,WRL
 Marshall Islands ,Wotho Island,WTO
 Marshall Islands ,Wotje Island,WTE
 AK ,Wrangell,WRG
 Poland ,Wroclaw,WRO
 Australia ,Wudinna,WUD
 China ,Wuhan,WUH
 ON ,Wunnummin Lake,WNN
 China ,Wuyishan,WUS
 Australia ,Wyndham,WYN
 ON - Rail service ,Wyoming,XWY
 China - Xianyang ,Xi An,XIY
 China ,Xiamen,XMN
 China ,Xiangfan,XFN
 China ,Xichang,XIC
 Laos ,Xieng Khouang,XKH
 China ,Xilinhot,XIL
 China ,Xining,XNN
 China ,Xuzhou,XUZ
 WA ,Yakima,YKM
 AK ,Yakutat,YAK
 Russia ,Yakutsk,YKS
 Papua New Guinea ,Yalumet,KYX
 Australia,Yam Island,XMY
 Japan ,Yamagata,GAJ
 China ,Yan'an,ENY
 Saudi Arabia ,Yanbu,YNB
 China ,Yancheng,YNZ
 Solomon Islands ,Yandina,XYA
 Myanmar ,Yangon,RGN
 China ,Yanji,YNJ
 China ,Yantai,YNT
 Cameroon ,Yaounde,YAO
 Micronesia ,Yap,YAP
 NS ,Yarmouth,YQI
 Russia ,Yaroslavl,IAR
 Iran ,Yazd,AZD
 Mali ,Yelimane,EYL
 NT ,Yellowknife,YZF
 WY ,Yellowstone/Cody,COD
 South Korea ,Yeosu,RSU
 Armenia ,Yerevan,EVN
 China ,Yibin,YBP
 China ,Yichang,YIH
 China ,Yinchuan,INC
 China ,Yining,YIN
 China ,Yiwu,YIW
 Indonesia ,Yogyakarta,JOG
 Japan ,Yonago,YGJ
 Japan ,Yonaguni Jima,OGN
 MB ,York Landing,ZAC
 Australia,Yorke Island,OKR
 Japan ,Yoronjima,RNJ
 OH ,Youngstown,YNG
 China ,Yulin,UYN
 AZ ,Yuma,YUM
 Russia ,Yuzhno-Sakhalinsk,UUS
 Croatia ,Zadar,ZAD
 Croatia ,Zagreb,ZAG
 Iran ,Zahedan,ZAH
 Greece ,Zakinthos Island,ZTH
 Philippines ,Zamboanga,ZAM
 Tanzania - Kisauni ,Zanzibar,ZNZ
 Ukraine ,Zaporozhye,OZH
 Spain and Canary Islands ,Zaragoza,ZAZ
 China ,Zhanjiang,ZHA
 China ,Zhaotong,ZAT
 China ,Zhengzha,CGO
 Pakistan ,Zhob,PZH
 China ,Zhoushan,HSN
 China ,Zhuhai,ZUH
 Poland ,Zielana,IEG
 Mexico ,Zihuatanejo/Ixtapa,ZIH
 Mauritania ,Zouerate,OUZ
 Indonesia ,Zugapa,UGU
 Switzerland ,Zurich,ZRH
